,counterpress,location,match_id,out,pass_aerial_won,pass_angle,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outswinging,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,player,position,under_pressure,xA
8556,,"[24.2, 74.2]",3878597,,,-0.7462818,Right Foot,,,,"[62.7, 38.6]",,High Pass,,52.436726,,,,,,,,,Christian Maggio,Right Back,,1.2041219e-06
8561,,"[35.1, 53.2]",3878597,,,-1.3701434,Right Foot,,,,"[43.5, 11.9]",,Ground Pass,,42.14558,,,,,True,,,,Raúl Albiol i Tortajada,Right Center Back,,2.201314e-06
8562,,"[42.4, 8.5]",3878597,,,-0.14118633,Left Foot,,,,"[62.1, 5.7]",,Ground Pass,,19.89799,,,,,,,,,Elseid Hysaj,Left Back,,1.1787596e-06
8563,,"[62.1, 5.7]",3878597,,,-3.0531147,Right Foot,,,,"[49.7, 4.6]",,Ground Pass,,12.448695,,,,,,,,,Dries Mertens,Left Wing,,1.3584161e-05
8564,,"[49.7, 4.6]",3878597,,,-0.18339959,Right Foot,,,,"[62.1, 2.3]",,Ground Pass,,12.611503,,,,,,,,,Elseid Hysaj,Left Back,,8.487751e-06
8565,,"[89.5, 14.9]",3878597,,,1.8462224,Right Foot,,,,"[86.9, 24.1]",,Ground Pass,,9.560335,,,,,,,,,Dries Mertens,Left Wing,,4.269206e-06
8566,,"[85.8, 22.2]",3878597,,,0.34581593,Right Foot,,,,"[113.0, 32.0]",,Ground Pass,,28.911589,,,,,,,,,Marek Hamšík,Left Center Midfield,True,0.0016091105
8576,,"[45.6, 76.9]",3878597,,,-0.14189705,Right Foot,,,,"[48.4, 76.5]",,Ground Pass,,2.828427,,,,,,,,,Christian Maggio,Right Back,True,1.7025487e-06
8577,,"[45.2, 80.0]",3878597,,,-0.44142905,,,,,"[63.4, 71.4]",,High Pass,,20.12958,,,,,,,,Throw-in,Christian Maggio,Right Back,,1.4237872e-06
8578,,"[63.4, 71.4]",3878597,,,2.9349093,Other,,,,"[57.2, 72.7]",,Low Pass,,6.3348246,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,0.0007020399
8579,,"[57.2, 72.7]",3878597,,,0.28605145,Left Foot,,,,"[62.3, 74.2]",,Ground Pass,,5.3160133,,,,,,,,,José María Callejón Bueno,Right Wing,,1.6979544e-05
8580,,"[52.0, 74.6]",3878597,,,-1.6881257,Left Foot,,,,"[45.8, 22.0]",,High Pass,,52.964138,,,,,True,,,,Gonzalo Gerardo Higuaín,Center Forward,,1.5372245e-06
8581,,"[61.4, 5.3]",3878597,,,-0.4636476,Right Foot,,,,"[67.4, 2.3]",,Ground Pass,,6.708204,,,,,,,,,Elseid Hysaj,Left Back,,1.4854375e-06
8582,,"[96.7, 9.1]",3878597,,,1.5978168,Right Foot,,,,"[96.3, 23.9]",,Ground Pass,,14.805405,,,,,,,,,Dries Mertens,Left Wing,,0.02528844
8583,,"[96.3, 23.9]",3878597,,,-2.8501358,Right Foot,,,,"[86.3, 20.9]",,Ground Pass,,10.440307,,,,,,,,,José María Callejón Bueno,Right Wing,,3.6999738e-06
8584,,"[86.3, 20.9]",3878597,,,-1.5145178,Right Foot,,,,"[86.7, 13.8]",,Ground Pass,,7.1112585,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.2554316e-06
8585,,"[86.7, 13.8]",3878597,,,0.27206773,Right Foot,,,,"[114.3, 21.5]",,Ground Pass,,28.65397,,,,,,Through Ball,True,,Marek Hamšík,Left Center Midfield,,0.01926052
8586,,"[109.4, 25.2]",3878597,,,-2.9870381,Right Foot,,,,"[81.8, 20.9]",,Ground Pass,,27.932955,,,,,,,,,José María Callejón Bueno,Right Wing,,7.4509376e-06
8599,,"[26.8, 41.9]",3878597,,,-0.96122843,Head,,,,"[34.9, 30.3]",,High Pass,,14.148145,,,,,,,,Recovery,Raúl Albiol i Tortajada,Right Center Back,,2.8398339e-05
8600,,"[34.9, 30.3]",3878597,,,2.9329617,Head,,,,"[12.7, 35.0]",,High Pass,,22.69207,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,6.1701107e-06
8601,,"[15.0, 38.0]",3878597,,,-0.7021473,Keeper Arm,,,,"[55.9, 3.4]",,High Pass,,53.5721,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,7.453112e-06
8602,,"[74.1, 11.7]",3878597,,,0.6105244,Right Foot,,,,"[107.4, 35.0]",,Ground Pass,,40.642097,,,,,,,,,Elseid Hysaj,Left Back,,5.8786976e-05
8607,,"[64.0, 74.4]",3878597,,,-1.5300026,Head,,,,"[64.2, 69.5]",,High Pass,,4.90408,,,,,,,,Recovery,Christian Maggio,Right Back,,4.019919e-06
8608,,"[64.2, 69.5]",3878597,,,0.84028804,Head,,,,"[72.8, 79.1]",,Low Pass,,12.888755,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,7.262093e-05
8612,,"[17.6, 80.0]",3878597,,,-0.38687572,,,,,"[39.2, 71.2]",,High Pass,,23.323807,,,,,,,,Throw-in,Christian Maggio,Right Back,,2.0259065e-06
8613,,"[39.2, 71.2]",3878597,,True,-0.23329695,,,,,"[49.3, 68.8]",,High Pass,,10.381233,,,,,,,,,José María Callejón Bueno,Right Wing,True,1.4200257e-06
8614,,"[46.3, 59.4]",3878597,,,-1.3748417,Left Foot,,,,"[51.6, 32.7]",,Ground Pass,,27.220947,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,2.5652055e-06
8615,,"[53.3, 32.9]",3878597,,,-0.6571989,Left Foot,,,,"[82.2, 10.6]",,Ground Pass,,36.503426,,,,,,,,,Marek Hamšík,Left Center Midfield,,4.3148226e-05
8616,,"[91.2, 18.3]",3878597,,,0.88105416,Right Foot,,,,"[112.4, 44.0]",,High Pass,,33.315613,,,,,,,,,Dries Mertens,Left Wing,,0.0020440686
8620,,"[50.8, 65.0]",3878597,,,-0.53001523,Right Foot,,,,"[63.6, 57.5]",,Ground Pass,,14.83543,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,9.209969e-06
8621,,"[63.6, 57.5]",3878597,,,2.5553951,Right Foot,,,,"[50.8, 66.0]",,Ground Pass,,15.36522,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,5.441323e-06
8622,,"[50.8, 66.0]",3878597,,,0.48303577,Right Foot,,,,"[65.1, 73.5]",,Ground Pass,,16.147446,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,2.011297e-06
8623,,"[70.9, 73.5]",3878597,,,-1.1807001,Right Foot,,,,"[79.0, 53.8]",,Ground Pass,,21.300234,,,,,,,,,Christian Maggio,Right Back,,6.1285264e-06
8624,,"[79.0, 53.8]",3878597,,,-2.5040438,Right Foot,,,,"[73.6, 49.8]",,Ground Pass,,6.720119,,,,,,,,Free Kick,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.6463206e-06
8625,,"[74.1, 52.1]",3878597,,,1.5490606,Right Foot,,,,"[74.3, 61.3]",,Ground Pass,,9.202173,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.3363629e-05
8626,,"[74.7, 60.7]",3878597,,,-2.2929876,Right Foot,,,,"[63.6, 48.1]",,Ground Pass,,16.791962,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,9.455794e-06
8627,,"[63.6, 48.1]",3878597,,,-1.5707964,Right Foot,,,,"[63.6, 30.7]",,Ground Pass,,17.4,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,2.160271e-06
8628,,"[63.6, 30.7]",3878597,,,-1.1529431,Right Foot,,,,"[74.7, 5.7]",,Ground Pass,,27.353428,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,7.2539115e-06
8629,,"[74.7, 5.7]",3878597,,,-0.122336835,Right Foot,,,,"[86.9, 4.2]",,Ground Pass,,12.291867,,,,,,,,,Elseid Hysaj,Left Back,,1.1430594e-05
8630,,"[86.0, 6.1]",3878597,,,0.92800045,Right Foot,True,,,"[120.0, 51.5]",,High Pass,,56.720013,,,,,True,,,,Dries Mertens,Left Wing,,0.0005053024
8634,,"[70.4, 45.1]",3878597,,True,0.64008814,,,,,"[79.8, 52.1]",,Low Pass,,11.720068,,,,,,,,Recovery,Jorge Luiz Frello Filho,Center Defensive Midfield,True,2.1514754e-06
8645,,"[13.3, 38.6]",3878597,,,-0.7478731,Keeper Arm,,,,"[28.5, 24.5]",,Ground Pass,,20.732824,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,1.1256709e-05
8646,,"[36.0, 22.6]",3878597,,,-0.8492842,Right Foot,,,,"[49.9, 6.8]",,Ground Pass,,21.044,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.4643278e-06
8647,,"[53.3, 6.8]",3878597,,,1.4464413,Left Foot,,,,"[54.8, 18.8]",,Ground Pass,,12.093387,,,,,,,,,Marek Hamšík,Left Center Midfield,,3.621376e-05
8648,,"[57.0, 19.6]",3878597,,,0.72297937,Right Foot,,,,"[70.6, 31.6]",,Ground Pass,,18.137255,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.753651e-06
8649,,"[70.6, 35.2]",3878597,,,0.5724598,Right Foot,,,,"[79.6, 41.0]",,Ground Pass,,10.707007,,,,,,,,,Dries Mertens,Left Wing,True,2.902982e-06
8650,,"[79.6, 41.0]",3878597,,,2.69781,Right Foot,,,,"[67.4, 46.8]",,Low Pass,,13.508515,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,4.0411032e-05
8651,,"[67.4, 46.8]",3878597,,,1.3621653,Right Foot,,,,"[72.1, 69.0]",,Ground Pass,,22.69207,,,,,,,,,Dries Mertens,Left Wing,,1.6115035e-05
8652,,"[72.1, 69.0]",3878597,,,-1.2793396,Right Foot,,,,"[73.9, 63.0]",,Ground Pass,,6.264184,,,,,,,,,Christian Maggio,Right Back,,1.6406672e-06
8653,,"[80.3, 57.9]",3878597,,,-1.120135,Right Foot,,,,"[86.3, 45.5]",,Ground Pass,,13.77534,,,,,,,,,Dries Mertens,Left Wing,,8.436812e-06
8654,,"[86.3, 45.5]",3878597,,,1.2351577,Left Foot,,,,"[89.3, 54.1]",,Ground Pass,,9.108238,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,8.532632e-05
8655,,"[89.3, 54.1]",3878597,,,-1.3793708,Right Foot,,,,"[91.8, 41.2]",,Ground Pass,,13.140016,,,,,,,,,Dries Mertens,Left Wing,,1.1394471e-05
8656,,"[94.8, 38.9]",3878597,,,-0.7853982,Left Foot,,,,"[103.4, 30.3]",,Ground Pass,,12.162236,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,0.019593574
8658,,"[22.7, 80.0]",3878597,,,-0.90746486,,,,,"[34.5, 64.9]",,Low Pass,,19.163769,,,,,,,,Throw-in,Christian Maggio,Right Back,,5.008937e-06
8659,,"[27.4, 72.4]",3878597,,,-0.86718255,Right Foot,,,,"[38.6, 59.2]",,Ground Pass,,17.311268,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,4.6999103e-06
8660,,"[43.3, 54.3]",3878597,,,-2.5308666,Right Foot,,,,"[28.3, 43.8]",,Ground Pass,,18.309834,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,True,4.319657e-06
8661,,"[30.4, 42.3]",3878597,,,-1.1450181,Right Foot,,,,"[46.5, 6.8]",,High Pass,,38.98025,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,2.0635086e-06
8662,,"[46.3, 5.7]",3878597,,,1.7460628,Left Foot,,,,"[44.6, 15.3]",,Ground Pass,,9.749359,,,,,,,,,Elseid Hysaj,Left Back,,1.6490767e-06
8663,,"[50.5, 16.8]",3878597,,,1.2720543,Right Foot,,,,"[68.3, 74.6]",,High Pass,,60.478756,,,,,True,,,,Marek Hamšík,Left Center Midfield,,7.1205254e-06
8664,,"[68.9, 74.4]",3878597,,,0.30667633,Right Foot,,,,"[74.9, 76.3]",,Ground Pass,,6.293648,,,,,,,,,Christian Maggio,Right Back,,1.0486116e-06
8665,,"[67.7, 73.1]",3878597,,,-2.3616588,Right Foot,,,,"[49.3, 54.9]",,Ground Pass,,25.880495,,,,,,,,,José María Callejón Bueno,Right Wing,,1.8403536e-05
8666,,"[49.3, 54.3]",3878597,,,-0.86668265,Right Foot,,,,"[88.2, 8.5]",,High Pass,,60.090347,,,,,True,,,,Raúl Albiol i Tortajada,Right Center Back,,6.191643e-06
8668,,"[52.3, 27.3]",3878597,,True,-0.28196457,,,,,"[77.5, 20.0]",,High Pass,,26.236044,,,,,,,,Recovery,Vlad Iulian Chiricheș,Left Center Back,True,7.041766e-07
8669,,"[75.8, 0.1]",3878597,,,2.8872247,,,,,"[60.8, 4.0]",,Low Pass,,15.49871,,,,,,,,Throw-in,Marek Hamšík,Left Center Midfield,,3.9583542e-06
8670,,"[57.8, 4.2]",3878597,,,2.1555417,Right Foot,,,,"[53.1, 11.3]",,Ground Pass,,8.514693,,,,,,,,,Elseid Hysaj,Left Back,,1.0788856e-05
8671,,"[53.1, 11.3]",3878597,,,0.9135267,Left Foot,,,,"[60.2, 20.5]",,Ground Pass,,11.621101,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,4.879449e-07
8672,,"[60.2, 20.5]",3878597,,,-2.3561945,Right Foot,,,,"[52.9, 13.2]",,Ground Pass,,10.323759,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.935229e-06
8673,,"[52.9, 13.2]",3878597,,,0.3412467,Left Foot,,,,"[63.6, 17.0]",,Ground Pass,,11.354734,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,5.916019e-07
8674,,"[64.9, 17.5]",3878597,,,-0.9641912,Right Foot,,,,"[68.3, 12.6]",,Ground Pass,,5.964059,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,True,4.6915316e-06
8677,,"[6.0, 36.0]",3878597,,,-0.62079924,Right Foot,,,,"[23.2, 23.7]",,Ground Pass,,21.145449,,,,,,,,Goal Kick,José Manuel Reina Páez,Goalkeeper,,6.5231698e-06
8678,,"[24.9, 27.7]",3878597,,,-2.2747424,Right Foot,,,,"[20.4, 22.4]",,Ground Pass,,6.9526973,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.5786196e-06
8679,,"[20.2, 18.3]",3878597,,,0.09065989,Right Foot,,,,"[34.5, 19.6]",,Ground Pass,,14.35897,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,5.902466e-06
8684,,"[45.6, 31.4]",3878597,,,-2.2647834,Left Foot,,,,"[34.7, 18.3]",,Ground Pass,,17.041714,,,,,,,,,Marek Hamšík,Left Center Midfield,,1.8359851e-05
8685,,"[35.4, 20.7]",3878597,,,1.9924839,Right Foot,,,,"[30.6, 31.4]",,Ground Pass,,11.727319,,,,,,,,,Elseid Hysaj,Left Back,,1.2803539e-06
8686,,"[30.6, 31.4]",3878597,,,0.09868826,Right Foot,,,,"[40.7, 32.4]",,Ground Pass,,10.1493845,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,1.7525742e-06
8687,,"[52.3, 36.3]",3878597,,,1.6793177,Right Foot,,,,"[49.5, 62.0]",,Ground Pass,,25.85208,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,1.0702744e-05
8688,,"[51.8, 63.2]",3878597,,,0.7575169,Right Foot,,,,"[64.7, 75.4]",,Ground Pass,,17.755281,,,,,,,,,Christian Maggio,Right Back,,1.9164845e-06
8689,,"[64.7, 75.4]",3878597,,,-2.7141764,Right Foot,,,,"[45.6, 66.7]",,Low Pass,,20.988092,,,,,,,,,José María Callejón Bueno,Right Wing,,8.2235065e-06
8690,,"[45.8, 65.2]",3878597,,,-2.3505235,Right Foot,,,,"[19.5, 38.6]",,Low Pass,,37.40655,,,,,,,,,Christian Maggio,Right Back,True,2.3423008e-06
8691,,"[19.5, 38.6]",3878597,,,-1.0293491,Right Foot,,,,"[28.1, 24.3]",,Ground Pass,,16.686821,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,5.6841586e-06
8692,,"[39.4, 24.5]",3878597,,,0.648332,Right Foot,,,,"[49.3, 32.0]",,Ground Pass,,12.420145,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,2.8308223e-06
8693,,"[48.2, 33.1]",3878597,,,-1.7882338,Right Foot,,,,"[46.3, 24.5]",,Ground Pass,,8.807384,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,True,2.3617029e-06
8694,,"[46.3, 24.5]",3878597,,,0.86630225,Right Foot,,,,"[51.4, 30.5]",,Ground Pass,,7.874643,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,4.2797367e-07
8695,,"[51.4, 30.5]",3878597,,,-0.72121906,Right Foot,,,,"[72.1, 12.3]",,Ground Pass,,27.5632,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,3.9062884e-06
8696,,"[72.1, 12.3]",3878597,,,1.610775,Right Foot,,,,"[71.9, 17.3]",,High Pass,,5.0039983,,,,,,,,,Dries Mertens,Left Wing,,2.1922801e-06
8697,,"[71.9, 17.3]",3878597,,,-0.92467743,Head,,,,"[81.1, 5.1]",,High Pass,,15.280052,,,,,,,,,Marek Hamšík,Left Center Midfield,,2.5586342e-05
8698,,"[85.6, 3.6]",3878597,,,-3.0940096,Right Foot,,,,"[75.1, 3.1]",,Ground Pass,,10.511898,,,,,,,,,Dries Mertens,Left Wing,True,1.2223097e-06
8699,,"[74.1, 6.8]",3878597,,,2.105994,Right Foot,,,,"[67.4, 18.1]",,Ground Pass,,13.1369705,,,,,,,,,Marek Hamšík,Left Center Midfield,True,1.3473372e-05
8700,,"[67.4, 18.1]",3878597,,,1.7298195,Right Foot,,,,"[64.0, 39.3]",,Ground Pass,,21.470911,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,2.9881794e-06
8701,,"[69.8, 46.3]",3878597,,,1.217806,Right Foot,,,,"[80.3, 74.8]",,Ground Pass,,30.372684,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,3.999785e-06
8702,,"[80.9, 75.2]",3878597,,,-2.1102147,Right Foot,,,,"[72.1, 60.5]",,Ground Pass,,17.132717,,,,,,,,,Christian Maggio,Right Back,,4.5651077e-06
8703,,"[72.1, 60.5]",3878597,,,-1.7465346,Right Foot,,,,"[70.2, 49.8]",,Ground Pass,,10.867382,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,2.4877154e-06
8704,,"[70.2, 49.8]",3878597,,,0.26862735,Right Foot,,,,"[88.0, 54.7]",,Ground Pass,,18.462124,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,8.5839986e-07
8705,,"[88.0, 54.7]",3878597,,,2.7640624,Right Foot,,,,"[82.2, 57.0]",,Ground Pass,,6.239391,,,,,,,,,José María Callejón Bueno,Right Wing,,3.6516198e-05
8706,,"[82.2, 57.0]",3878597,,,-0.08995267,Right Foot,,,,"[107.7, 54.7]",,High Pass,,25.603516,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,0.002048319
8713,,"[27.2, 73.1]",3878597,,,-2.1604939,Left Foot,,,,"[9.0, 45.9]",,Ground Pass,,32.72736,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,4.8868947e-06
8714,,"[9.0, 45.9]",3878597,,,1.6614562,Left Foot,,,,"[6.9, 69.0]",,Ground Pass,,23.195257,,,,,,,,,José Manuel Reina Páez,Goalkeeper,,0.0001475385
8715,,"[27.0, 52.1]",3878597,,,1.0026916,Right Foot,,,,"[39.0, 70.9]",,Ground Pass,,22.303364,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,1.2213169e-06
8716,,"[40.7, 71.8]",3878597,,,-1.3489453,Right Foot,,,,"[43.7, 58.5]",,Ground Pass,,13.634149,,,,,,,,,Christian Maggio,Right Back,,8.582078e-06
8717,,"[44.6, 58.5]",3878597,,,1.6290636,Left Foot,,,,"[43.9, 70.5]",,Ground Pass,,12.020399,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,0.00015440048
8718,,"[43.9, 70.5]",3878597,,,-2.2278712,Right Foot,,,,"[35.8, 60.0]",,Ground Pass,,13.261222,,,,,,,,,Christian Maggio,Right Back,,1.3006619e-05
8719,,"[43.1, 58.5]",3878597,,,-0.93523157,Right Foot,,,,"[80.5, 7.8]",,High Pass,,63.001984,,,,,True,,,,Raúl Albiol i Tortajada,Right Center Back,,5.441173e-06
8720,,"[64.7, 0.1]",3878597,,,1.7154107,,,,,"[63.2, 10.4]",,Low Pass,,10.40865,,,,,,,,Throw-in,Elseid Hysaj,Left Back,,1.7766555e-06
8721,,"[65.1, 10.6]",3878597,,,-0.663203,Right Foot,,,,"[74.7, 3.1]",,Ground Pass,,12.182364,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,8.821621e-06
8722,,"[74.7, 3.1]",3878597,,,2.294205,Left Foot,,,,"[67.9, 10.8]",,Ground Pass,,10.272779,,,,,,,,,Elseid Hysaj,Left Back,,1.5890204e-06
8723,,"[67.9, 10.8]",3878597,,,-0.026839191,Right Foot,,,,"[82.8, 10.4]",,Ground Pass,,14.905368,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,7.450085e-06
8724,,"[81.6, 15.5]",3878597,,,2.687995,Right Foot,,,,"[73.6, 19.4]",,Ground Pass,,8.9,,,,,,,,,Marek Hamšík,Left Center Midfield,True,2.409241e-06
8725,,"[74.7, 20.7]",3878597,,,1.047518,Right Foot,,,,"[91.2, 49.3]",,Ground Pass,,33.01833,,,,,,,,,Dries Mertens,Left Wing,,1.6758208e-06
8726,,"[90.8, 51.5]",3878597,,,-0.71124864,Right Foot,,,,"[100.2, 43.4]",,Ground Pass,,12.408464,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,0.0058995136
8727,,"[100.2, 43.4]",3878597,,,-1.7088023,Right Foot,,,,"[99.7, 39.8]",,Ground Pass,,3.6345563,,,,True,,,,,Marek Hamšík,Left Center Midfield,,0.0020642744
8728,,"[83.7, 39.3]",3878597,,,2.3690143,Head,,,,"[75.8, 47.0]",,Low Pass,,11.031773,,,,,,,,Recovery,Gonzalo Gerardo Higuaín,Center Forward,,1.6456597e-05
8729,,"[73.9, 47.0]",3878597,,,-1.4189138,Right Foot,,,,"[75.4, 37.2]",,Ground Pass,,9.914131,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,True,3.4753966e-06
8730,,"[83.5, 21.3]",3878597,,,0.31561565,Right Foot,,,,"[93.3, 24.5]",,Ground Pass,,10.309219,,,,,,,,,Gonzalo Gerardo Higuaín,Center Forward,,5.9515287e-07
8731,,"[92.3, 25.6]",3878597,,,0.5743048,Right Foot,,,,"[94.0, 26.7]",,Ground Pass,,2.0248456,,,,,,,,,Dries Mertens,Left Wing,True,2.5945476e-06
8733,,"[23.4, 17.7]",3878597,,,0.69276786,Right Foot,,,,"[33.4, 26.0]",,Ground Pass,,12.995769,,,,,,,,Recovery,José Manuel Reina Páez,Goalkeeper,,1.3982533e-05
8734,,"[25.9, 19.0]",3878597,,,1.6942528,Right Foot,,,,"[24.2, 32.7]",,Ground Pass,,13.805072,,,,,,,,Recovery,Vlad Iulian Chiricheș,Left Center Back,,5.2942655e-06
8735,,"[24.2, 32.7]",3878597,,,-0.1449614,Right Foot,,,,"[37.9, 30.7]",,Ground Pass,,13.845216,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,1.7139433e-05
8736,,"[37.9, 30.7]",3878597,,,2.290175,Right Foot,,,,"[26.6, 43.6]",,Ground Pass,,17.149343,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,5.9089034e-06
8737,,"[26.6, 43.6]",3878597,,,-1.1529303,Right Foot,,,,"[38.1, 17.7]",,Ground Pass,,28.338314,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,2.3989858e-06
8738,,"[61.9, 15.5]",3878597,,,0.20056345,Left Foot,,,,"[80.1, 19.2]",,Ground Pass,,18.57229,,,,,,,,,Marek Hamšík,Left Center Midfield,,6.979042e-07
8739,,"[91.4, 22.8]",3878597,,,-0.66215885,Right Foot,,,,"[110.0, 8.3]",,Ground Pass,,23.584105,,,,,,,,,Dries Mertens,Left Wing,True,0.00020624523
8740,,"[113.6, 16.2]",3878597,,,-3.0021527,Right Foot,,,,"[96.5, 13.8]",,Ground Pass,,17.2676,,,,,,,,,Elseid Hysaj,Left Back,True,6.211272e-05
8741,,"[96.5, 13.8]",3878597,,,2.8052294,Right Foot,,,,"[82.2, 18.8]",,Ground Pass,,15.148928,,,,,,,,,Marek Hamšík,Left Center Midfield,,9.9971185e-06
8742,,"[82.2, 18.8]",3878597,,,1.3527976,Right Foot,,,,"[92.7, 66.2]",,High Pass,,48.549046,,,,,True,,,,Vlad Iulian Chiricheș,Left Center Back,,3.416944e-06
8743,,"[98.9, 65.8]",3878597,,,-1.4093636,Right Foot,True,,,"[105.3, 26.5]",,High Pass,,39.81771,,,,,,,,,Christian Maggio,Right Back,,5.2201864e-05
8744,,"[72.6, 34.6]",3878597,,,2.483704,Right Foot,,,,"[63.8, 41.4]",,Ground Pass,,11.121151,,,,,,,,Recovery,Vlad Iulian Chiricheș,Left Center Back,,8.303352e-06
8745,,"[63.8, 41.4]",3878597,,,0.76008713,Right Foot,,,,"[71.9, 49.1]",,Ground Pass,,11.175867,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,2.5693776e-06
8746,,"[74.3, 50.8]",3878597,,,1.1206843,Right Foot,,,,"[85.8, 74.6]",,Ground Pass,,26.432745,,,,,,,,,Allan Marques Loureiro,Right Center Midfield,,4.3826967e-06
8747,,"[85.8, 74.6]",3878597,,,-1.8797271,Right Foot,,,,"[82.8, 65.2]",,Ground Pass,,9.867117,,,,,,,,,Christian Maggio,Right Back,,2.6615244e-06
8748,,"[82.2, 65.6]",3878597,,,-2.4447198,Right Foot,,,,"[63.8, 50.2]",,Ground Pass,,23.994165,,,,,,,,,José María Callejón Bueno,Right Wing,True,1.3206756e-05
8749,,"[63.8, 50.2]",3878597,,,-1.1826507,Right Foot,,,,"[73.0, 27.7]",,Ground Pass,,24.30823,,,,,,,,,Raúl Albiol i Tortajada,Right Center Back,,2.307595e-06
8750,,"[72.8, 29.5]",3878597,,,0.61348563,Right Foot,,,,"[99.5, 48.3]",,High Pass,,32.65471,,,,,,,,,Marek Hamšík,Left Center Midfield,,0.0008401081
8755,,"[50.8, 62.8]",3878597,,,-1.2695208,Right Foot,,,,"[56.3, 45.1]",,Ground Pass,,18.534832,,,,,,,,,Vlad Iulian Chiricheș,Left Center Back,,3.4527309e-06
8756,,"[62.1, 41.2]",3878597,,,0.4825133,Right Foot,,,,"[95.7, 58.8]",,High Pass,,37.93046,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,True,4.6101227e-06
8758,,"[91.8, 52.1]",3878597,,,-1.3849324,Left Foot,,,,"[94.0, 40.4]",,Ground Pass,,11.905041,,,,True,,,,Recovery,Gonzalo Gerardo Higuaín,Center Forward,True,1.8354529e-05
8760,,"[74.9, 41.9]",3878597,,,-2.0282712,Right Foot,,,,"[71.7, 35.4]",,Ground Pass,,7.2449985,,,,,,,,Recovery,Vlad Iulian Chiricheș,Left Center Back,True,3.540159e-06
8761,,"[72.4, 38.4]",3878597,,,1.4000611,Right Foot,,,,"[75.4, 55.8]",,Ground Pass,,17.656727,,,,,,,,,Jorge Luiz Frello Filho,Center Defensive Midfield,,6.064757e-06
